channel,min,max,mean,std,roughness,zero_fraction,daily_lag_correlation,weekly_lag_correlation,correlation_with_local_OT_channel,cluster_id,cluster
12,0.0,0.6176,0.06517921226630187,0.05413101008984263,0.7912534083239061,0.0026789785681714546,0.6003460473180671,0.6404178180554071,0.5793938705763795,2,low activity
13,0.0,0.5124,0.04306390788873688,0.037742055093321326,0.5214355436916185,0.021773825809393525,0.8043638528472021,0.8664646436736885,0.77386979508989,0,strongly periodic
14,0.0,0.5309,0.10030078659370725,0.07312320155327187,0.5025569068382066,0.00815093479252166,0.7625697097008395,0.8477384727923647,0.8561785511527613,1,irregular/high variability
15,0.0,0.491,0.08002648768809849,0.04479380342913695,0.6799796194190486,0.005699954400364797,0.6503610537024488,0.7235447335401611,0.7201388558432401,2,low activity
16,0.0,0.3623,0.04324515503875969,0.02780966942709772,0.4992607827268399,0.015104879160966712,0.7469656839305233,0.831205581285504,0.5821456154712088,0,strongly periodic
17,0.0,0.4245,0.07049562813497491,0.056879683405672794,0.6172629225130168,0.011342909256725946,0.7604780812803489,0.8266549337893415,0.6533337220466916,1,irregular/high variability
18,0.0,0.4651,0.04445094619243046,0.030639658318842553,0.4163304785405326,0.007181942544459644,0.8152729350515276,0.8482960400212255,0.823370836953231,0,strongly periodic
19,0.0,0.5132,0.05586284769721842,0.07082061260905607,0.6848727498408899,0.009632922936616507,0.738231410844372,0.7888837359619932,0.3822433258100884,1,irregular/high variability
20,0.0,0.2204,0.046267025763793886,0.029753254500168906,0.43383234291830897,0.0008549931600547196,0.8487070166966569,0.9496097287072822,0.8014243396044257,0,strongly periodic
21,0.0,0.4363,0.06733168034655723,0.0627372964961086,0.6788749607034043,0.005642954856361149,0.747466797868739,0.800546107187693,0.7309587319961742,1,irregular/high variability
22,0.0,0.3496,0.0405171682626539,0.03618156660541806,0.4922540574538901,0.008264933880528956,0.8193647212007563,0.8731247474961495,0.83114014781949,0,strongly periodic
23,0.0,0.5368,0.10221152530779753,0.07494098981525786,0.5025201484872851,0.002165982672138623,0.730871615240291,0.8058434036756835,0.6840353487558385,1,irregular/high variability
24,0.0,0.4302,0.05534864341085271,0.06428929372013162,0.5540377862089486,0.016700866393068857,0.7214664611827626,0.7767450450109622,0.6290342461729224,1,irregular/high variability
25,0.0,0.4509,0.07661552097583219,0.05873475574440676,0.6223931908753917,0.0027359781121751026,0.6950896634451719,0.7893698879181635,0.5911800962853301,1,irregular/high variability
26,0.0,0.3974,0.0585453602371181,0.04506055766101408,0.4972135303784873,0.007523939808481532,0.7587956389469954,0.8929306563102897,0.4809158095310687,0,strongly periodic
27,0.0,0.6283,0.061131617647058815,0.06443168972551681,0.4908920170520449,0.008891928864569083,0.6094382568615673,0.7760562147778268,0.527087496112912,1,irregular/high variability
28,0.0,0.3049,0.0740154582763338,0.03540884539135843,0.5136914613738347,0.0008549931600547196,0.7213771009966964,0.7330123590161816,0.6488062333498594,1,irregular/high variability
29,0.0,0.4036,0.0499718194254446,0.03680142510623394,0.605087679246319,0.01487688098495212,0.7959549586824756,0.800296141944793,0.6964584165443013,0,strongly periodic
30,0.0,0.4884,0.06598736320109438,0.058566366515652495,0.4821442451902483,0.0008549931600547196,0.8056958701215698,0.9080369688981876,0.8132094288798767,1,irregular/high variability
31,0.0,0.4907,0.072731264249886,0.059515157113271995,0.5739769310581818,0.006953944368445052,0.6868523318913281,0.7702822899195714,0.39216318249487264,1,irregular/high variability
32,0.0,0.3937,0.06612422480620155,0.05203113940592044,0.4725291649680117,0.008492932056543548,0.837518523167084,0.9011597628388678,0.8197152789069355,0,strongly periodic
33,0.0,0.4889,0.07110099749202006,0.04988428845936485,0.6069322579345044,0.0030209758321933424,0.6934187255002848,0.7622664987983375,0.5442038998515772,1,irregular/high variability
34,0.0,0.4617,0.03371979594163247,0.02228027054826566,0.5837445624240771,0.0008549931600547196,0.7353437719589719,0.7691658265007966,0.8071980549412339,0,strongly periodic
35,0.0,0.3984,0.050158054035567716,0.026487187859850776,0.39582551846462655,0.0008549931600547196,0.8274866718377502,0.8700706434796958,0.8871779646799771,0,strongly periodic
36,0.0,0.185,0.028264922480620153,0.019141413814763215,0.4226337347535795,0.0008549931600547196,0.8696199130330593,0.917764520900393,0.8511110496273151,0,strongly periodic
37,0.0,0.522,0.0781047765617875,0.04709751000998547,0.5354930102741976,0.0013109895120839033,0.6837197678179733,0.7482936231470466,0.7811416932766028,1,irregular/high variability
38,0.0,0.3269,0.04861804035567715,0.020784421479934277,0.5655981177128664,0.003818969448244414,0.643386917556435,0.6459657069768093,0.6517751470160515,2,low activity
39,0.0,0.1537,0.04581049931600547,0.02780552316440987,0.3984799642908715,0.0008549931600547196,0.893233728957664,0.9929578803693019,0.8581982431827894,0,strongly periodic
40,0.0,0.2124,0.03915562585499316,0.029305032515423976,0.5169988299970423,0.0032489740082079343,0.7664570057675322,0.8689737801339619,0.6076995311998421,0,strongly periodic
41,0.0,0.4407,0.046097765617875056,0.055209265382394145,0.4897183677949701,0.010544915640674874,0.791672570674705,0.8796697672657912,0.7181986066386098,0,strongly periodic
42,0.0,0.2167,0.036178647970816234,0.023281939338414392,0.37555292922714756,0.010544915640674874,0.8573108863641619,0.9247286771085663,0.8883080064748239,0,strongly periodic
43,0.0,0.4664,0.07795251937984497,0.07293510831946759,0.6044595418646199,0.0030209758321933424,0.7587710364304665,0.8294486064457819,0.6560017151455035,1,irregular/high variability
44,0.0,0.3443,0.05559654582763338,0.0415470953160334,0.45643313164174737,0.0013679890560875513,0.830657103014792,0.8340474861564372,0.48739997800250767,0,strongly periodic
45,0.0,0.5362,0.05380381326949384,0.061900193427462634,0.6491953155850305,0.010031919744642043,0.47268229931913075,0.6242047178426434,0.334140007291833,2,low activity
46,0.0,0.4038,0.0627814694482444,0.06332746394388762,0.4880353418970503,0.0008549931600547196,0.8110328765086472,0.9225836049164484,0.5671671143328563,1,irregular/high variability
47,0.0,0.4956,0.053744032147742815,0.05268187233334702,0.62082097699356,0.022685818513451892,0.7245229144018859,0.8104919950146247,0.430932615840998,1,irregular/high variability
48,0.0,0.3942,0.06468470702234383,0.04014285480633668,0.5644178073550001,0.0008549931600547196,0.7275760641202798,0.8005946345973471,0.6758043030344465,1,irregular/high variability
49,0.0,0.321,0.06870123119015047,0.04081676468533394,0.4372478650595912,0.0029069767441860465,0.8021512168282516,0.8743087288901663,0.9023218605562242,0,strongly periodic
50,0.0,0.5422,0.043758572731418144,0.030869744763093756,0.7147199221718107,0.0065549475604195166,0.5056117196994262,0.5387292611742232,0.674399810105585,2,low activity
51,0.0,0.4668,0.039499965800273595,0.03065961051326477,0.6793271121371999,0.005756953944368445,0.6215360799842364,0.6712362442245862,0.7472842228930947,2,low activity
52,0.0,0.4449,0.07103525991792066,0.06270271260517281,0.6342009607094444,0.008378932968536252,0.7385877073389381,0.8648228208230434,0.6351496563094945,1,irregular/high variability
53,0.0,0.5397,0.042496802325581395,0.03753830207683632,0.6554830388906535,0.009575923392612859,0.5656541472391187,0.6172218790142989,0.5830786766081215,2,low activity
54,0.0,0.2718,0.0516046112631099,0.031937712350547605,0.6192634108423867,0.0008549931600547196,0.7500924109864336,0.7728837721609756,0.7949709302475253,0,strongly periodic
55,0.0,0.5927,0.12748084815321475,0.09597072247715575,0.5064450706818268,0.006440948472412221,0.7559216066429928,0.7841939577886886,0.7449336021567824,1,irregular/high variability
56,0.0,0.4377,0.07568551641586868,0.054467165509664295,0.5721567925306182,0.00450296397628819,0.41929422717419423,0.40640656798415736,0.2930436276939961,2,low activity
57,0.0,0.4636,0.04380651504787962,0.03396114302213529,0.6479340288466849,0.0010259917920656635,0.7860635557277488,0.841021611535471,0.6684125910909766,0,strongly periodic
58,0.0,0.4122,0.0628516529867761,0.05238309393401054,0.5371524106862459,0.0013679890560875513,0.7239286096744222,0.8055766744096966,0.7429478362480388,1,irregular/high variability
59,0.0,0.3666,0.05266453488372093,0.03147438759402429,0.37729984758099,0.007922936616507068,0.8781809469069989,0.9171842032984842,0.9040875636587956,0,strongly periodic
60,0.0,0.3554,0.06290894892840858,0.040711562623232604,0.4803023096833931,0.008036935704514364,0.7847600046416782,0.8283329568180889,0.8392141109390755,0,strongly periodic
61,0.0,0.4441,0.05624957250341997,0.060408258139397084,0.6553294546784261,0.012482900136798905,0.7369029166126999,0.8368885727931585,0.4235806112384532,1,irregular/high variability
62,0.0,0.4363,0.04469240196078431,0.03710356366555435,0.62095715189891,0.009119927040583675,0.7614129179782707,0.7886441135121021,0.6873089250338188,0,strongly periodic
63,0.0,0.2973,0.0666079685362517,0.050157353598858874,0.5772202560721928,0.0008549931600547196,0.8107567439519907,0.8817846682108424,0.7475291546270043,1,irregular/high variability
64,0.0,0.5459,0.05973468422252622,0.06067039903450885,0.587011883686834,0.00729594163246694,0.7788539604894232,0.8701804043320829,0.48857150031255653,1,irregular/high variability
65,0.0,0.3562,0.027167886456908343,0.021092857622497678,0.6027765487476547,0.004958960328317373,0.8059829961088455,0.8384899191499684,0.8316898898978524,0,strongly periodic
66,0.0,0.3975,0.05762411650706794,0.04129385938583181,0.5235140678826901,0.0033629730962152302,0.7948215505602902,0.8634230257010553,0.696259177517379,0,strongly periodic
67,0.0,0.4244,0.054578117875056995,0.05866353872494031,0.668477631208238,0.0008549931600547196,0.7005584314707772,0.7799941948389455,0.6721409768102482,1,irregular/high variability
68,0.0,0.2727,0.050421386228910174,0.0310275064372938,0.37479514712393275,0.013508891928864569,0.8680103202845827,0.9085451488790127,0.804444078479358,0,strongly periodic
69,0.0,0.576,0.06348441062471501,0.07486893024510037,0.5919450012201313,0.0070109439124487,0.5134399466588561,0.713099377962212,0.4015771768716103,2,low activity
70,0.0,0.2313,0.04703065435476517,0.028317969467881312,0.6406594364482306,0.012824897400820793,0.8056781000971521,0.8524147365455523,0.595165869050877,0,strongly periodic
71,0.0,0.3925,0.0655717795257638,0.05959612649595707,0.5116429553537399,0.005927952576379389,0.7596946465883819,0.8957644857066567,0.5068521449546892,1,irregular/high variability
72,0.0,0.1536,0.031499110807113546,0.019256357236273364,0.37890070755523825,0.009461924304605563,0.8632269207897254,0.8907849453300005,0.8536338508607936,0,strongly periodic
73,0.0,0.3129,0.04483792749658003,0.04049861600141801,0.5476462721295676,0.08760829913360693,0.7864187294554865,0.8399395480270468,0.7328191982502432,0,strongly periodic
74,0.0,0.5697,0.026968963748290012,0.03952191947155938,0.6381132493535079,0.0028499772001823985,0.7292432675276237,0.8230347096433926,0.23783116091792544,0,strongly periodic
75,0.0,0.3196,0.05028692430460556,0.037922824798525975,0.6037181330917799,0.013907888736890105,0.7675375545122158,0.8614648073445875,0.641733814424457,0,strongly periodic
76,0.0,0.4356,0.062380637254901956,0.060572723394714124,0.5271769301420979,0.0026219790241678066,0.7857524723883693,0.8689245671513198,0.7611817550551612,1,irregular/high variability
77,0.0,0.5824,0.09601592567259462,0.09640517088784778,0.41144289113714355,0.008948928408572731,0.7858141464574581,0.9130000503236296,0.7691312219133501,1,irregular/high variability
78,0.0,0.3355,0.024927861377108985,0.018561382621940015,0.5349798854477921,0.004274965800273598,0.7597713847716593,0.827968749749961,0.6378625268384084,0,strongly periodic
79,0.0,0.4107,0.09584795371637027,0.057275348445804966,0.5860829705711961,0.001937984496124031,0.733450291549149,0.7841809424809353,0.8328554092651764,1,irregular/high variability
80,0.0,0.1884,0.03198981988144095,0.012984476116940443,0.48100031824190975,0.0008549931600547196,0.7836613572398249,0.858330906974698,0.6405775581362507,0,strongly periodic
81,0.0,0.4487,0.05614122777017784,0.04827912340585021,0.5160557715015486,0.012767897856817145,0.8014388901366095,0.8611833803126008,0.7117745709624078,0,strongly periodic
82,0.0,0.2431,0.05960864683082535,0.03630051815691852,0.5465423073706694,0.005414956680346557,0.7933352309774155,0.8637056532470528,0.8039144697991886,0,strongly periodic
83,0.0,0.2863,0.02907388280893753,0.019310659032628998,0.4644847292021237,0.0065549475604195166,0.8424269621201456,0.878191676547572,0.9116253930505251,0,strongly periodic
84,0.0,0.448,0.0468969334245326,0.045078445302674235,0.5885404504074803,0.0032489740082079343,0.7548239997736745,0.8716526090309819,0.4807315832983896,0,strongly periodic
85,0.0,0.2145,0.04644783401732786,0.02896131405697584,0.5470736232748334,0.005357957136342909,0.7045663854768835,0.7648764453221113,0.67905720946264,0,strongly periodic
86,0.0,0.4163,0.06660330597355223,0.05748347554359224,0.5251916482910655,0.006212950296397629,0.79207971519291,0.8700374023053867,0.756509387735788,1,irregular/high variability
87,0.0,0.4121,0.0771624316005472,0.051992455929589274,0.5977287107205582,0.007979936160510716,0.6811290067725636,0.7176003398071852,0.7399644808329489,1,irregular/high variability
88,0.0,0.4547,0.05284170086639307,0.03161850694267489,0.4969112616658447,0.012767897856817145,0.7875679270898693,0.8239484144107293,0.7986292933197483,0,strongly periodic
89,0.0,0.5149,0.05876599977200183,0.06224166565497505,0.605741058938747,0.005642954856361149,0.7317040330074605,0.8435761354006365,0.40881562323066856,1,irregular/high variability
90,0.0,0.4144,0.06949449384404925,0.04719944848277898,0.5009740501680032,0.0008549931600547196,0.7825511133536142,0.8692949144881462,0.5743207522967684,1,irregular/high variability
91,0.0,0.3123,0.03898115595075239,0.03218528423206479,0.5543010183602822,0.0686844505243958,0.6726116418226903,0.7358639843098265,0.4469946122893586,2,low activity
92,0.0,0.3546,0.031977080483356124,0.020635499350655093,0.41701508556687955,0.029468764249886002,0.8725081021511412,0.9219435373590879,0.8572494232037214,0,strongly periodic
93,0.0,0.7179,0.12571611377108985,0.08140269157852666,0.5691887730150795,0.004103967168262654,0.7924698357811296,0.8455434274403508,0.7087797104611919,1,irregular/high variability
94,0.0,0.4195,0.023334365025079802,0.0285834863622348,0.566941551579539,0.006269949840401277,0.7571750175550395,0.8585646455205809,0.31485793507401155,0,strongly periodic
95,0.0,0.3232,0.06400575125398998,0.06230301235293544,0.456317660820177,0.004160966712266302,0.7744182027455722,0.8958825990584476,0.7052517070485087,1,irregular/high variability
96,0.0,0.3277,0.04597458390332878,0.04413613092153004,0.5967311794684634,0.018353853169174646,0.7346779894198857,0.8303102126997212,0.46434877861107554,0,strongly periodic
97,0.0,0.5063,0.0526905494756042,0.08776629341078955,0.5972493787154547,0.01122891016871865,0.7554274074568009,0.8426401820787528,0.5760333036359139,1,irregular/high variability
98,0.0,0.4445,0.0695000113999088,0.07431939716694093,0.5463704904079961,0.0008549931600547196,0.7662317288808479,0.8884491020578984,0.7303660409145343,1,irregular/high variability
99,0.0,0.2477,0.045190395576835386,0.027279403255525622,0.4270224224071549,0.0033629730962152302,0.8492535308166446,0.8920011556458616,0.883958029452576,0,strongly periodic
100,0.0,0.2692,0.03416360579115367,0.029987530137796543,0.5217126594619984,0.009974920200638395,0.7940444020969276,0.8468842738891668,0.7965049863021696,0,strongly periodic
101,0.0,0.2415,0.03722600889192887,0.025919906716452806,0.34247184360372784,0.006782945736434108,0.9059470793731884,0.9334054612906109,0.9143883639401342,0,strongly periodic
102,0.0,0.5857,0.041717903556771546,0.0236441619073071,0.46653741287153827,0.0031919744642042863,0.8183398638861662,0.8645396257465819,0.8734353822112839,0,strongly periodic
103,0.0,0.3525,0.04670675444596443,0.02416783706648791,0.49449097214443627,0.007067943456452348,0.7539269171995245,0.8284325982501629,0.6962839424735554,0,strongly periodic
104,0.0,0.5156,0.05819599863201094,0.04830686098274636,0.5837744242013018,0.00364797081623347,0.7883965109319415,0.8682896563102166,0.646612432434733,1,irregular/high variability
105,0.0,0.4775,0.05642925786593707,0.04966362969469224,0.5818579289913066,0.005642954856361149,0.7635741995183867,0.8502062531961744,0.5224309251552939,1,irregular/high variability
106,0.0,0.5578,0.05380252507979936,0.04400952593617587,0.5346000186050162,0.010487916096671226,0.702719789080672,0.7760187665159844,0.7477765519654664,1,irregular/high variability
107,0.0,0.3513,0.0550093992248062,0.045905050986947145,0.5783774222555973,0.0030209758321933424,0.7152097198681376,0.8032247892485849,0.504749891997542,1,irregular/high variability
108,0.0,0.4375,0.06375605905152759,0.04564595108971653,0.678964817201991,0.005357957136342909,0.597828665304408,0.6403660789668064,0.6566869995471704,2,low activity
109,0.0,0.4909,0.08213380072959416,0.08061820281254439,0.45581055019165256,0.012197902416780666,0.7813079198820515,0.8811850009286092,0.39907274153708056,1,irregular/high variability
110,0.0,0.3699,0.05450957022343821,0.03224575453870795,0.5334884208593282,0.014705882352941176,0.7618322336312032,0.7788526515489629,0.6865616478843992,0,strongly periodic
111,0.0,0.4538,0.03167326151390789,0.029315761957800935,0.8216258556743202,0.006497948016415869,0.6238799152352815,0.662640526245563,0.6363684895723961,2,low activity
112,0.0,0.335,0.04956919174646603,0.02467044679259704,0.5516732202222735,0.0008549931600547196,0.7103132185316091,0.7708981177836923,0.7523297612857739,0,strongly periodic
113,0.0,0.4315,0.029711297309621524,0.019087604367668834,0.6254303252754871,0.008492932056543548,0.7026397573510073,0.7864484034333135,0.4828726002009316,2,low activity
114,0.0,0.5389,0.03957020063839489,0.04805566944213783,0.6074518654126998,0.010259917920656635,0.7395844493506692,0.8340754793233242,0.6442201604946297,0,strongly periodic
115,0.0,0.4474,0.03999668832649339,0.025821727381604258,0.43577101228756776,0.0015959872321021432,0.7762717328289638,0.8252625713768533,0.70979429871704,0,strongly periodic
116,0.0,0.4109,0.05886474008207934,0.04341624872882287,0.6178439880027576,0.008093935248518012,0.6998085713705049,0.7890923499317476,0.7593736627135412,1,irregular/high variability
117,0.0,0.1469,0.031843883948928405,0.020357117485433972,0.37211522601554237,0.0008549931600547196,0.8761347272746551,0.9141026935980993,0.7292765110308631,0,strongly periodic
118,0.0,0.4588,0.03809828431372549,0.017481908468740117,0.5935909458948849,0.005129958960328317,0.6391267870271572,0.7077560788193793,0.7428242719367172,2,low activity
119,0.0,0.4737,0.07325420656634747,0.058608109865788384,0.670787430753934,0.004559963520291838,0.6728404473266527,0.7699819745612952,0.6017670712699983,1,irregular/high variability
120,0.0,0.2807,0.0391561958504332,0.03376140810259125,0.5271682305002918,0.022799817601459188,0.792125800579083,0.8581057867983696,0.8141127227649883,0,strongly periodic
121,0.0,0.4617,0.060620776333789345,0.04218212241031611,0.7533355214549284,0.0066689466484268125,0.6966731076573263,0.7750242576779356,0.6740359692841962,2,low activity
122,0.0,0.4048,0.06662283401732787,0.04698202566958553,0.5722993728019905,0.002222982216142271,0.8088114744719345,0.8617350746585366,0.8095552167229939,1,irregular/high variability
123,0.0,0.4542,0.0812892897856817,0.059510785145652396,0.579988573699829,0.014534883720930232,0.7707999087966915,0.8556042569619184,0.6384505483109989,1,irregular/high variability
124,0.0,0.5103,0.07331676926584586,0.05020029130229723,0.5233874458924832,0.009290925672594619,0.7800267728501101,0.8516984368329928,0.7606770907313105,1,irregular/high variability
125,0.0,0.3979,0.07271819995440036,0.04132542419701859,0.5278633272951637,0.008321933424532604,0.7677780027594873,0.8460370975796195,0.7737105747709778,1,irregular/high variability
126,0.0,0.2532,0.03745587095303238,0.029282485590194286,0.46062878927052875,0.03305973552211582,0.7598568280619719,0.8057102524563052,0.7635108398006163,0,strongly periodic
127,0.0,0.3714,0.0415546682626539,0.03193880309357264,0.5742370727090306,0.04976060191518468,0.6798346772142003,0.7380208126712445,0.525892362931094,2,low activity
128,0.0,0.432,0.03364449384404925,0.035138110355675205,0.7302645057617854,0.008321933424532604,0.7244498011459353,0.7615107840073639,0.5056717486268463,2,low activity
129,0.0,0.4828,0.04083863429092567,0.026525687196809315,0.4435023827946933,0.006269949840401277,0.8424620798312493,0.8904554935112319,0.8574544299477861,0,strongly periodic
130,0.0,0.4381,0.08705842453260375,0.07166832866721541,0.4974004228400374,0.0008549931600547196,0.7778184832264198,0.8856679378146161,0.4888396561902425,1,irregular/high variability
131,0.0,0.4832,0.045700820793433655,0.052500778026165915,0.7493139824209513,0.009917920656634747,0.6180992742720369,0.6772854754710484,0.4390096584278993,2,low activity
132,0.0,0.3305,0.08182438440492476,0.04549851631422881,0.48668496543877815,0.0008549931600547196,0.7797132888994761,0.8507416156662508,0.8558970698460394,1,irregular/high variability
133,0.0,0.5012,0.04690660054719562,0.0766358455299468,0.7358401407218697,0.005699954400364797,0.7463885037015648,0.8441108819989742,0.5518026791458683,1,irregular/high variability
134,0.0,0.4617,0.03322146032831737,0.029122264974930884,0.8565240038079852,0.012995896032831737,0.6262304121915714,0.628046552430569,0.47518139089764405,2,low activity
135,0.0,0.4845,0.09430207478340173,0.0688917057711467,0.4961513358447273,0.005585955312357501,0.7692294206813395,0.858920292285988,0.856546873138087,1,irregular/high variability
136,0.0,0.4388,0.043225997492020066,0.02599870946819956,0.4234791104976177,0.01516187870497036,0.7946528620922091,0.7901311204807007,0.8017161954753239,0,strongly periodic
137,0.0,0.3775,0.05110360237118103,0.04462070426119278,0.5734325686041905,0.0028499772001823985,0.7786184932046766,0.888284605715952,0.5127840984402974,0,strongly periodic
138,0.0,0.4481,0.09158961468308253,0.0665737978414921,0.5498890813634543,0.03556771545827633,0.7592717949480315,0.7852668526487434,0.7086037199438165,1,irregular/high variability
139,0.0,0.4293,0.06205384746922025,0.06471014027012176,0.48751973289121264,0.009062927496580027,0.7903307542007499,0.8791554486248845,0.7641657744907032,1,irregular/high variability
140,0.0,0.2885,0.04133221614227086,0.02649029538578,0.47878715997634,0.04109667122663019,0.744828971990952,0.7378326063845255,0.7390507193061129,0,strongly periodic
141,0.0,0.3396,0.048481953944368446,0.0422357592802873,0.40574760158171763,0.010031919744642043,0.8205409885695152,0.8660655564451915,0.7768055278815585,0,strongly periodic
142,0.0,0.3936,0.04472909256725947,0.030847986280950312,0.45664494270356,0.0008549931600547196,0.7064031860582131,0.7439174252706777,0.7731898676497992,0,strongly periodic
143,0.0,0.4501,0.050620189238486095,0.02383906398715382,0.5952016971046432,0.003761969904240766,0.6688012892767404,0.7382860378397076,0.765005688439942,2,low activity
144,0.0,0.3732,0.05899358755129958,0.04604645662633369,0.5421403139373282,0.008378932968536252,0.7823783855557748,0.8713828259003392,0.6752379358690299,0,strongly periodic
145,0.0,0.4422,0.07052059963520291,0.05256650085192603,0.48651270550965503,0.01122891016871865,0.8247876992073944,0.8661437135892339,0.7404882856524923,1,irregular/high variability
146,0.0,0.3129,0.04782110123119015,0.040760025167279605,0.6350046048643418,0.00872093023255814,0.7507711214597496,0.8367786651193277,0.6350489250412515,0,strongly periodic
147,0.0,0.5573,0.05877735408116734,0.06799656950185462,0.6834748013457524,0.004388964888280894,0.7184506394395284,0.8224747957421553,0.3806650252210385,1,irregular/high variability
148,0.0,0.3946,0.051405506155950756,0.03667680289991259,0.5890688395057304,0.012710898312813497,0.7542370842098006,0.8250877354100528,0.6572258608072252,0,strongly periodic
149,0.0,0.4227,0.06315429206566348,0.053252655736172265,0.5107211093829077,0.007523939808481532,0.8040264937837456,0.8852928130861474,0.7665135724031291,1,irregular/high variability
150,0.0,0.57,0.0848999658002736,0.07169403503180413,0.6333285531845118,0.017327861377108983,0.616295532294434,0.6913725087201377,0.5500108437089349,1,irregular/high variability
151,0.0,0.5064,0.06112553009575924,0.04432935574069121,0.5903131057621819,0.009974920200638395,0.7259729160177372,0.8423355137137213,0.44677403343485866,1,irregular/high variability
152,0.0,0.5383,0.04950337437300502,0.04197525759725023,0.5644338416898705,0.011741906064751482,0.7582991419023857,0.8223600038584293,0.7305891601831502,0,strongly periodic
153,0.0,0.5295,0.0701797366621067,0.05351043089393074,0.7446439380521036,0.011057911536707706,0.6399653661470401,0.6928000860495521,0.6280488077930252,2,low activity
154,0.0,0.3437,0.03147061103511172,0.033883423108519314,0.5288717424408848,0.03300273597811217,0.7642644579501462,0.8572297675869127,0.6858022183946568,0,strongly periodic
155,0.0,0.491,0.04813870839033287,0.02790477721835095,0.5113939361623946,0.004901960784313725,0.8191245834869484,0.8429400644138746,0.8056663330991107,0,strongly periodic
156,0.0,0.4055,0.029503545371637026,0.02639832113675733,0.6035057539148683,0.008891928864569083,0.732423151716647,0.7476317788107832,0.6546919779670122,2,low activity
157,0.0,0.4055,0.11124919630642954,0.06431416086324825,0.47007562179454454,0.01151390788873689,0.6641445285968474,0.7510592462819203,0.6089162446836058,1,irregular/high variability
158,0.0,0.3911,0.05242138622891017,0.04556607324785957,0.7029305587220493,0.0008549931600547196,0.7665201174275112,0.8662947114863668,0.49006356020581215,1,irregular/high variability
159,0.0,0.4518,0.04486677496580027,0.03018954155019448,0.4714978975466312,0.005813953488372093,0.8266707411014431,0.872697972895964,0.8512288788928359,0,strongly periodic
160,0.0,0.5267,0.06295050729594162,0.06301859073242137,0.6475185429111294,0.006782945736434108,0.7430901396499541,0.8471417546795583,0.3936984920721299,1,irregular/high variability
161,0.0,0.5018,0.07544315435476517,0.0636398193707673,0.6192757503176465,0.007694938440492476,0.6747238124494015,0.7177784868229407,0.6092683630780305,1,irregular/high variability
162,0.0,0.4922,0.06169203146374829,0.051460898923250245,0.6245609167172788,0.008207934336525308,0.772401502859661,0.828981506654004,0.7629960603964148,1,irregular/high variability
163,0.0,0.4701,0.07395665754673963,0.04612844197511384,0.5842907490930912,0.00364797081623347,0.7745291254470748,0.8342449799127255,0.7873335586693426,1,irregular/high variability
164,0.0,0.6415,0.08272248632010944,0.06131044794391203,0.6421025926347955,0.001937984496124031,0.6927425996710428,0.7568758857240856,0.6773669650976895,1,irregular/high variability
165,0.0,0.2857,0.04748643980848154,0.028270364059238124,0.4726690886631419,0.0014249886000911993,0.7771533353451056,0.8680180927961496,0.6634414594942096,0,strongly periodic
166,0.0,0.382,0.04490003419972641,0.043900579314081006,0.536214825271235,0.008378932968536252,0.8046281033950933,0.9004105981109143,0.5049209626718518,0,strongly periodic
