checkpoint,config_hash,cross_process_exchange,dataset,experiment,horizon,model,result_path,result_sha256,seed,variant
/work/11617/sujato_ts/vista/motion_code-master/physics_modal_v4/enhancements/results/central/checkpoints/early_fusion/seed42/Weather/h720.pt,5f25bdd20d204b3a,False,Weather,central,720,LatentFlow,physics_modal_v4/enhancements/results/central/runs/early_fusion/seed42/Weather/h720.json,d36b82b1b0709451acee08cd3cb791053fabb4ebf218a2a5c6169e9e9f8d1029,42,early_fusion
/work/11617/sujato_ts/vista/motion_code-master/physics_modal_v4/enhancements/results/central/checkpoints/early_fusion/seed42/Weather/h96.pt,5d8140260e263164,False,Weather,central,96,LatentFlow,physics_modal_v4/enhancements/results/central/runs/early_fusion/seed42/Weather/h96.json,8cce2940e1659afd54811ad48d3af4fbcdc2c3fddc63f9884a1b2045214c708d,42,early_fusion
/work/11617/sujato_ts/vista/motion_code-master/physics_modal_v4/enhancements/results/central/checkpoints/early_fusion/seed43/ETTh1/h192.pt,565a5b3dadfe41f5,False,ETTh1,central,192,LatentFlow,physics_modal_v4/enhancements/results/central/runs/early_fusion/seed43/ETTh1/h192.json,52ed1256e277fa513acbd2c131a22830c43eb8a4d7b385e6efc5725228617b6c,43,early_fusion
/work/11617/sujato_ts/vista/motion_code-master/physics_modal_v4/enhancements/results/central/checkpoints/early_fusion/seed43/ETTh1/h336.pt,3654a9dedcaed34d,False,ETTh1,central,336,LatentFlow,physics_modal_v4/enhancements/results/central/runs/early_fusion/seed43/ETTh1/h336.json,fa452153c76887e33a6c31d55263ef95065ff4e9fad7f90b79594306feaf46f6,43,early_fusion
/work/11617/sujato_ts/vista/motion_code-master/physics_modal_v4/enhancements/results/central/checkpoints/early_fusion/seed43/ETTh1/h720.pt,726f5e92065d8999,False,ETTh1,central,720,LatentFlow,physics_modal_v4/enhancements/results/central/runs/early_fusion/seed43/ETTh1/h720.json,f03494f0133536a1a0676f05a86098c422939963d25bb2617ab04972078d3d20,43,early_fusion
/work/11617/sujato_ts/vista/motion_code-master/physics_modal_v4/enhancements/results/central/checkpoints/early_fusion/seed43/ETTh1/h96.pt,9c99a938bb653298,False,ETTh1,central,96,LatentFlow,physics_modal_v4/enhancements/results/central/runs/early_fusion/seed43/ETTh1/h96.json,c9e1e2b32a9ca54e4d8cec31fc18ca1777097c207fc25b8f2b6c9f6db6b69eb6,43,early_fusion
/work/11617/sujato_ts/vista/motion_code-master/physics_modal_v4/enhancements/results/central/checkpoints/early_fusion/seed43/ETTh2/h192.pt,08b89219a0b0a98f,False,ETTh2,central,192,LatentFlow,physics_modal_v4/enhancements/results/central/runs/early_fusion/seed43/ETTh2/h192.json,40222b12b27451cc60e2dae5364e6aed9d04b0c980ab9de3db385c1c8f5be21e,43,early_fusion
/work/11617/sujato_ts/vista/motion_code-master/physics_modal_v4/enhancements/results/central/checkpoints/early_fusion/seed43/ETTh2/h336.pt,f72440e8f92d5139,False,ETTh2,central,336,LatentFlow,physics_modal_v4/enhancements/results/central/runs/early_fusion/seed43/ETTh2/h336.json,645d10d758c11b747f623dc8420186a383fb13856158d256eea7a7bd50679832,43,early_fusion
/work/11617/sujato_ts/vista/motion_code-master/physics_modal_v4/enhancements/results/central/checkpoints/early_fusion/seed43/ETTh2/h720.pt,13be50dbf7620ab8,False,ETTh2,central,720,LatentFlow,physics_modal_v4/enhancements/results/central/runs/early_fusion/seed43/ETTh2/h720.json,a18003d9d5b27a43c0ad8c9fbdcef2bfb41cb700102ebfb4f56e985021197de4,43,early_fusion
/work/11617/sujato_ts/vista/motion_code-master/physics_modal_v4/enhancements/results/central/checkpoints/early_fusion/seed43/ETTh2/h96.pt,28eebcc76867c005,False,ETTh2,central,96,LatentFlow,physics_modal_v4/enhancements/results/central/runs/early_fusion/seed43/ETTh2/h96.json,2270d18e1c49d37efddf7dbcd51e54ae677ea577d8f3b441b243d6ba1bc14b30,43,early_fusion
/work/11617/sujato_ts/vista/motion_code-master/physics_modal_v4/enhancements/results/central/checkpoints/early_fusion/seed43/ETTm1/h192.pt,76669be481207720,False,ETTm1,central,192,LatentFlow,physics_modal_v4/enhancements/results/central/runs/early_fusion/seed43/ETTm1/h192.json,b3fed90a357a82aa26dce45f76903246fde5d8f0b1240e00eefb314455540d9d,43,early_fusion
/work/11617/sujato_ts/vista/motion_code-master/physics_modal_v4/enhancements/results/central/checkpoints/early_fusion/seed43/ETTm1/h336.pt,6b2991e59bd23d53,False,ETTm1,central,336,LatentFlow,physics_modal_v4/enhancements/results/central/runs/early_fusion/seed43/ETTm1/h336.json,c84877ada8958eee518164a94ca78de30e80ee14adbc0f079f639bf9c9300c0d,43,early_fusion
/work/11617/sujato_ts/vista/motion_code-master/physics_modal_v4/enhancements/results/central/checkpoints/early_fusion/seed43/ETTm1/h720.pt,2fafcdadc0887161,False,ETTm1,central,720,LatentFlow,physics_modal_v4/enhancements/results/central/runs/early_fusion/seed43/ETTm1/h720.json,b9b04f2f0009b962b3765cc1ed9017fa2d2a31c14c1062186afb014c1ad207ec,43,early_fusion
/work/11617/sujato_ts/vista/motion_code-master/physics_modal_v4/enhancements/results/central/checkpoints/early_fusion/seed43/ETTm1/h96.pt,4df9fd9c0648e17b,False,ETTm1,central,96,LatentFlow,physics_modal_v4/enhancements/results/central/runs/early_fusion/seed43/ETTm1/h96.json,f34bea69e67cf70a0176c4680106b214c60ac3d7e3a9b7fbaa97ebf9b579d22f,43,early_fusion
/work/11617/sujato_ts/vista/motion_code-master/physics_modal_v4/enhancements/results/central/checkpoints/early_fusion/seed43/ETTm2/h192.pt,e24a7d18fd45998c,False,ETTm2,central,192,LatentFlow,physics_modal_v4/enhancements/results/central/runs/early_fusion/seed43/ETTm2/h192.json,8f0bb71580a93de469a412ab4b3fb0509a35b7b829b564d86821da34f38e500a,43,early_fusion
/work/11617/sujato_ts/vista/motion_code-master/physics_modal_v4/enhancements/results/central/checkpoints/early_fusion/seed43/ETTm2/h336.pt,7e1a6e3f333c8b1a,False,ETTm2,central,336,LatentFlow,physics_modal_v4/enhancements/results/central/runs/early_fusion/seed43/ETTm2/h336.json,208d53be4501466b6dc29a0c4d169c81f3f5d5cd45bf880e78a40020c3b793dc,43,early_fusion
/work/11617/sujato_ts/vista/motion_code-master/physics_modal_v4/enhancements/results/central/checkpoints/early_fusion/seed43/ETTm2/h720.pt,325d8dd250e2b65b,False,ETTm2,central,720,LatentFlow,physics_modal_v4/enhancements/results/central/runs/early_fusion/seed43/ETTm2/h720.json,ed40e14a0e8df24ab2dc4a5a35bcf195383a0e4ca5e59cb6961383d3ee3ea34c,43,early_fusion
/work/11617/sujato_ts/vista/motion_code-master/physics_modal_v4/enhancements/results/central/checkpoints/early_fusion/seed43/ETTm2/h96.pt,b7512db8c67cc665,False,ETTm2,central,96,LatentFlow,physics_modal_v4/enhancements/results/central/runs/early_fusion/seed43/ETTm2/h96.json,5da3f4ebf58463656a10c2fb55fb742a457e050b4a9d743def49b61cdb38fe2a,43,early_fusion
/work/11617/sujato_ts/vista/motion_code-master/physics_modal_v4/enhancements/results/central/checkpoints/early_fusion/seed43/Electricity/h192.pt,5749343fc9530a9a,False,Electricity,central,192,LatentFlow,physics_modal_v4/enhancements/results/central/runs/early_fusion/seed43/Electricity/h192.json,7fe57d1d898a67945727d3020461a54e636a957466a254e95d6a39ce4d579448,43,early_fusion
/work/11617/sujato_ts/vista/motion_code-master/physics_modal_v4/enhancements/results/central/checkpoints/early_fusion/seed43/Electricity/h336.pt,31c5c56a93f01840,False,Electricity,central,336,LatentFlow,physics_modal_v4/enhancements/results/central/runs/early_fusion/seed43/Electricity/h336.json,9b80b8be93a7b2576fc964aa65ccb90f4e56356f7e784412bb98f511ef4f2c9d,43,early_fusion
/work/11617/sujato_ts/vista/motion_code-master/physics_modal_v4/enhancements/results/central/checkpoints/early_fusion/seed43/Electricity/h720.pt,500b650f14e08f6c,False,Electricity,central,720,LatentFlow,physics_modal_v4/enhancements/results/central/runs/early_fusion/seed43/Electricity/h720.json,72567d615558c2ad6081f209732fc807c88b82c3ac06cfe59e0f5e44e683d3b1,43,early_fusion
/work/11617/sujato_ts/vista/motion_code-master/physics_modal_v4/enhancements/results/central/checkpoints/early_fusion/seed43/Electricity/h96.pt,4e7fa0ad8fe8d0cc,False,Electricity,central,96,LatentFlow,physics_modal_v4/enhancements/results/central/runs/early_fusion/seed43/Electricity/h96.json,9468d310036983e53d1e4bfd334aef92b9137d1fc0eca076bf5b08cd78bc8a4d,43,early_fusion
/work/11617/sujato_ts/vista/motion_code-master/physics_modal_v4/enhancements/results/central/checkpoints/early_fusion/seed43/Traffic/h192.pt,b3c70b3d1a0253b5,False,Traffic,central,192,LatentFlow,physics_modal_v4/enhancements/results/central/runs/early_fusion/seed43/Traffic/h192.json,3a2771d24400a992aa553af7de5ee3d8057fdf59fb23c4e3afef5cea253ac510,43,early_fusion
/work/11617/sujato_ts/vista/motion_code-master/physics_modal_v4/enhancements/results/central/checkpoints/early_fusion/seed43/Traffic/h336.pt,f7dcb031578a9bc6,False,Traffic,central,336,LatentFlow,physics_modal_v4/enhancements/results/central/runs/early_fusion/seed43/Traffic/h336.json,bbe20592d2686739c85a4f450f9a54f6f7a3305b1cb3bc9767cde52b23e23154,43,early_fusion
/work/11617/sujato_ts/vista/motion_code-master/physics_modal_v4/enhancements/results/central/checkpoints/early_fusion/seed43/Traffic/h720.pt,8eb2ea175a8f43c4,False,Traffic,central,720,LatentFlow,physics_modal_v4/enhancements/results/central/runs/early_fusion/seed43/Traffic/h720.json,27551db5fcbc88cfceb1aed9e10c0b74cb8639e158730a9f75dc0c1aedf94bef,43,early_fusion
/work/11617/sujato_ts/vista/motion_code-master/physics_modal_v4/enhancements/results/central/checkpoints/early_fusion/seed43/Traffic/h96.pt,0b59b5a7a05b96ae,False,Traffic,central,96,LatentFlow,physics_modal_v4/enhancements/results/central/runs/early_fusion/seed43/Traffic/h96.json,a35f78520f15c3d11a051227db7d02aae75dae2fd12d93e64d8bdbed4c734ab1,43,early_fusion
/work/11617/sujato_ts/vista/motion_code-master/physics_modal_v4/enhancements/results/central/checkpoints/early_fusion/seed43/Weather/h192.pt,d3505cbc2ae37ed6,False,Weather,central,192,LatentFlow,physics_modal_v4/enhancements/results/central/runs/early_fusion/seed43/Weather/h192.json,d5c58192b371bd2947f938f8fe011386051d0b1f151028c39c4d9af44d277ccd,43,early_fusion
/work/11617/sujato_ts/vista/motion_code-master/physics_modal_v4/enhancements/results/central/checkpoints/early_fusion/seed43/Weather/h336.pt,fedf735112057b59,False,Weather,central,336,LatentFlow,physics_modal_v4/enhancements/results/central/runs/early_fusion/seed43/Weather/h336.json,39122be605ad92ae658980df0aea4978dad6eec470cc929389b2dcb12c407aea,43,early_fusion
/work/11617/sujato_ts/vista/motion_code-master/physics_modal_v4/enhancements/results/central/checkpoints/early_fusion/seed43/Weather/h720.pt,d76988d44825b86d,False,Weather,central,720,LatentFlow,physics_modal_v4/enhancements/results/central/runs/early_fusion/seed43/Weather/h720.json,5d98e4f79a122ada47391fd2b3a58bddc406887740b75bfddf45131f78aa8e06,43,early_fusion
/work/11617/sujato_ts/vista/motion_code-master/physics_modal_v4/enhancements/results/central/checkpoints/early_fusion/seed43/Weather/h96.pt,c0781ad6fa956296,False,Weather,central,96,LatentFlow,physics_modal_v4/enhancements/results/central/runs/early_fusion/seed43/Weather/h96.json,59bb620288a0eee2a9f3bed69a8461483e1b08fe914b577a1551b7df6de07aeb,43,early_fusion
/work/11617/sujato_ts/vista/motion_code-master/physics_modal_v4/enhancements/results/central/checkpoints/early_fusion/seed44/ETTh1/h192.pt,b22de3cf94125eba,False,ETTh1,central,192,LatentFlow,physics_modal_v4/enhancements/results/central/runs/early_fusion/seed44/ETTh1/h192.json,de19a7e8aefae22987e84237df0442087365d8529a7da0be47a98063add4e025,44,early_fusion
/work/11617/sujato_ts/vista/motion_code-master/physics_modal_v4/enhancements/results/central/checkpoints/early_fusion/seed44/ETTh1/h336.pt,d8675a9a4f870478,False,ETTh1,central,336,LatentFlow,physics_modal_v4/enhancements/results/central/runs/early_fusion/seed44/ETTh1/h336.json,93291abc696d2210bb4065c12fc278e54bf3ac93540ae8448a9567b8a99ba5d5,44,early_fusion
/work/11617/sujato_ts/vista/motion_code-master/physics_modal_v4/enhancements/results/central/checkpoints/early_fusion/seed44/ETTh1/h720.pt,0683fa3a7babaf99,False,ETTh1,central,720,LatentFlow,physics_modal_v4/enhancements/results/central/runs/early_fusion/seed44/ETTh1/h720.json,5468ef0074751daf1043654a0f190aa5523b5d934dc414e2905e6d0d39292ce0,44,early_fusion
/work/11617/sujato_ts/vista/motion_code-master/physics_modal_v4/enhancements/results/central/checkpoints/early_fusion/seed44/ETTh1/h96.pt,3c51b93d08d2d41b,False,ETTh1,central,96,LatentFlow,physics_modal_v4/enhancements/results/central/runs/early_fusion/seed44/ETTh1/h96.json,1764d9c18f5de97ab6d9942637c8dc051ef04df99f475b805c6fa810a956a7d7,44,early_fusion
/work/11617/sujato_ts/vista/motion_code-master/physics_modal_v4/enhancements/results/central/checkpoints/early_fusion/seed44/ETTh2/h192.pt,6a97d67de5af37c7,False,ETTh2,central,192,LatentFlow,physics_modal_v4/enhancements/results/central/runs/early_fusion/seed44/ETTh2/h192.json,1304d068fd066832d4c133c88347a3d871cba5fb1bd3d82f018690cdc09e8adc,44,early_fusion
/work/11617/sujato_ts/vista/motion_code-master/physics_modal_v4/enhancements/results/central/checkpoints/early_fusion/seed44/ETTh2/h336.pt,38fd268c6bddc5e5,False,ETTh2,central,336,LatentFlow,physics_modal_v4/enhancements/results/central/runs/early_fusion/seed44/ETTh2/h336.json,6812ca473934e05f37cd824112272b63451f91e5b8f6fec08867529d215952a3,44,early_fusion
/work/11617/sujato_ts/vista/motion_code-master/physics_modal_v4/enhancements/results/central/checkpoints/early_fusion/seed44/ETTh2/h720.pt,1d77fa2357ecf8b9,False,ETTh2,central,720,LatentFlow,physics_modal_v4/enhancements/results/central/runs/early_fusion/seed44/ETTh2/h720.json,f677ebfd3040efe41c89127d3e0bbaea86ec251038e8159f4a00f000e570c575,44,early_fusion
/work/11617/sujato_ts/vista/motion_code-master/physics_modal_v4/enhancements/results/central/checkpoints/early_fusion/seed44/ETTh2/h96.pt,85c42770bdb6e700,False,ETTh2,central,96,LatentFlow,physics_modal_v4/enhancements/results/central/runs/early_fusion/seed44/ETTh2/h96.json,3963a11f58443d4b458de3f542be3c66b22212dee22c04ef7d633323b3eea3cd,44,early_fusion
/work/11617/sujato_ts/vista/motion_code-master/physics_modal_v4/enhancements/results/central/checkpoints/early_fusion/seed44/ETTm1/h192.pt,a2f8f123cee4407f,False,ETTm1,central,192,LatentFlow,physics_modal_v4/enhancements/results/central/runs/early_fusion/seed44/ETTm1/h192.json,cfb0adc1abdf0a2f4c05c2c941fc89123d6fd181b5b1c7c63e109da7ae363e1b,44,early_fusion
/work/11617/sujato_ts/vista/motion_code-master/physics_modal_v4/enhancements/results/central/checkpoints/early_fusion/seed44/ETTm1/h336.pt,92e12e36b447d06d,False,ETTm1,central,336,LatentFlow,physics_modal_v4/enhancements/results/central/runs/early_fusion/seed44/ETTm1/h336.json,80ef8fd9cec8e4c0577dbbbd84cd15e4c8becd8ca380a1101633e7e3d0e40350,44,early_fusion
/work/11617/sujato_ts/vista/motion_code-master/physics_modal_v4/enhancements/results/central/checkpoints/early_fusion/seed44/ETTm1/h720.pt,073ea41456172c96,False,ETTm1,central,720,LatentFlow,physics_modal_v4/enhancements/results/central/runs/early_fusion/seed44/ETTm1/h720.json,78e2a72c1b07cac4bb7768a559be76a0aad035aed9d782dbae1a4e58ccf99272,44,early_fusion
/work/11617/sujato_ts/vista/motion_code-master/physics_modal_v4/enhancements/results/central/checkpoints/early_fusion/seed44/ETTm1/h96.pt,9595a117d378a9f4,False,ETTm1,central,96,LatentFlow,physics_modal_v4/enhancements/results/central/runs/early_fusion/seed44/ETTm1/h96.json,d5c57a9023120dfebdb668ae0726082ab4b8bdc4dca542a65e72a760d1805c37,44,early_fusion
/work/11617/sujato_ts/vista/motion_code-master/physics_modal_v4/enhancements/results/central/checkpoints/early_fusion/seed44/ETTm2/h192.pt,59c7e8038f323edb,False,ETTm2,central,192,LatentFlow,physics_modal_v4/enhancements/results/central/runs/early_fusion/seed44/ETTm2/h192.json,bcb9bf2cb281db838a2df7f0177e56118721adfcedd85add766ba601172c88e4,44,early_fusion
/work/11617/sujato_ts/vista/motion_code-master/physics_modal_v4/enhancements/results/central/checkpoints/early_fusion/seed44/ETTm2/h336.pt,a3ad2d7214bdcb3b,False,ETTm2,central,336,LatentFlow,physics_modal_v4/enhancements/results/central/runs/early_fusion/seed44/ETTm2/h336.json,53eafce3c48a1f26f4eac3a53797e82522902c3cb95204f23ee30eb64068a27d,44,early_fusion
/work/11617/sujato_ts/vista/motion_code-master/physics_modal_v4/enhancements/results/central/checkpoints/early_fusion/seed44/ETTm2/h720.pt,b516c39d6abe67cf,False,ETTm2,central,720,LatentFlow,physics_modal_v4/enhancements/results/central/runs/early_fusion/seed44/ETTm2/h720.json,8e2afedced04c52884c3c9dd0e3e940984b325ab50f549bbf581db2642e6f303,44,early_fusion
/work/11617/sujato_ts/vista/motion_code-master/physics_modal_v4/enhancements/results/central/checkpoints/early_fusion/seed44/ETTm2/h96.pt,b1fa88863d8b8da3,False,ETTm2,central,96,LatentFlow,physics_modal_v4/enhancements/results/central/runs/early_fusion/seed44/ETTm2/h96.json,0aa58d27924dfb3e86840742a7d2b2cf68fa1dce0a9f61c550d84e3513df5013,44,early_fusion
